sales_id,order_id,sale_date,product_code,customer_code,store_code,quantity,revenue,discount,profit
T0004385,O002193,2025-08-22,P0041,C00193,S017,1,14.47,0.0,3.65
T0004386,O002193,2026-10-24,P0041,C00179,S002,5,533.15,0.0,251.7
T0004387,O002194,2024-05-22,P0018,C00099,S006,1,219.82,0.0,95.38
T0004388,O002194,2024-12-25,P0004,C00069,S015,5,243.2,0.0,104.92
T0004389,O002195,2026-04-30,P0023,C00019,S005,1,43.46,0.0,15.2
T0004390,O002195,2024-09-06,P0030,C00219,S014,3,226.02,0.0,127.86
T0004391,O002196,2024-06-19,P0044,C00166,S013,4,663.6,0.0,320.52
T0004392,O002196,2024-07-16,P0010,C00105,S005,4,605.04,30.25,257.46
T0004393,O002197,2025-03-16,P0021,C00216,S003,4,167.48,25.12,51.28
T0004394,O002197,2025-10-12,P0026,C00128,S006,3,255.93,12.8,69.54
T0004395,O002198,2024-01-17,P0047,C00210,S001,3,209.07,0.0,64.73
T0004396,O002198,2026-05-17,P0013,C00106,S020,1,27.13,0.0,12.7
T0004397,O002199,2025-10-12,P0011,C00047,S017,4,139.12,20.87,20.34
T0004398,O002199,2024-02-24,P0042,C00256,S013,5,906.3,45.32,200.83
T0004399,O002200,2024-08-05,P0023,C00096,S016,3,443.22,0.0,141.44
T0004400,O002200,2026-05-13,P0018,C00089,S002,3,104.01,0.0,38.01
T0004401,O002201,2026-06-30,P0012,C00230,S014,5,833.3,41.66,330.85
T0004402,O002201,2025-11-27,P0034,C00013,S011,4,52.2,0.0,30.43
T0004403,O002202,2025-01-25,P0006,C00050,S017,2,77.06,7.71,31.55
T0004404,O002202,2025-04-17,P0044,C00152,S004,3,67.35,0.0,39.1
T0004405,O002203,2026-11-18,P0036,C00153,S020,5,216.3,0.0,66.03
T0004406,O002203,2026-04-17,P0046,C00139,S017,2,38.76,0.0,12.42
T0004407,O002204,2024-09-27,P0041,C00204,S013,3,567.78,28.39,261.28
T0004408,O002204,2026-08-13,P0044,C00265,S004,1,233.12,0.0,101.61
T0004409,O002205,2025-01-24,P0019,C00223,S018,4,854.8,42.74,316.23
T0004410,O002205,2026-08-10,P0049,C00288,S009,5,1073.25,107.32,268.98
T0004411,O002206,2025-02-26,P0050,C00296,S004,1,73.17,0.0,38.55
T0004412,O002206,2025-08-02,P0025,C00151,S010,3,511.35,0.0,132.92
T0004413,O002207,2026-08-15,P0036,C00283,S002,2,312.16,31.22,71.11
T0004414,O002207,2026-05-23,P0027,C00064,S005,5,821.55,0.0,363.73
T0004415,O002208,2025-09-24,P0003,C00136,S013,4,126.08,12.61,54.88
T0004416,O002208,2026-09-29,P0030,C00069,S013,2,93.04,0.0,32.04
T0004417,O002209,2026-11-04,P0004,C00005,S004,5,937.05,0.0,364.97
T0004418,O002209,2024-04-29,P0043,C00255,S016,3,568.53,0.0,256.43
T0004419,O002210,2025-04-09,P0043,C00179,S007,2,456.92,0.0,180.54
T0004420,O002210,2025-01-19,P0040,C00292,S016,4,556.92,0.0,172.22
T0004421,O002211,2024-01-04,P0031,C00241,S020,3,216.87,32.53,34.35
T0004422,O002211,2026-03-18,P0026,C00274,S020,4,265.84,13.29,63.92
T0004423,O002212,2024-08-23,P0006,C00166,S006,5,360.35,18.02,108.99
T0004424,O002212,2024-01-28,P0014,C00068,S002,1,196.86,0.0,105.87
T0004425,O002213,2024-04-25,P0020,C00273,S007,4,461.0,46.1,98.68
T0004426,O002213,2026-05-31,P0045,C00297,S004,3,155.37,15.54,75.43
T0004427,O002214,2026-04-05,P0015,C00071,S017,5,1234.45,61.72,498.1
T0004428,O002214,2026-10-28,P0041,C00162,S020,4,771.36,77.14,254.43
T0004429,O002215,2026-10-30,P0027,C00052,S008,3,569.91,0.0,300.84
T0004430,O002215,2025-11-01,P0018,C00231,S001,3,571.71,0.0,179.04
T0004431,O002216,2024-07-25,P0013,C00201,S006,3,587.58,58.76,228.19
T0004432,O002216,2024-07-20,P0028,C00216,S014,3,485.91,0.0,288.75
T0004433,O002217,2026-05-20,P0015,C00281,S019,5,222.9,0.0,70.47
T0004434,O002217,2025-08-30,P0043,C00093,S010,2,333.78,0.0,198.69
T0004435,O002218,2024-11-13,P0033,C00166,S017,2,337.42,33.74,111.28
T0004436,O002218,2024-12-19,P0031,C00193,S018,1,99.05,0.0,33.07
T0004437,O002219,2024-07-05,P0039,C00194,S018,2,160.36,16.04,57.82
T0004438,O002219,2025-09-15,P0030,C00238,S013,3,733.2,0.0,368.25
T0004439,O002220,2025-06-28,P0042,C00289,S013,3,137.37,20.61,24.86
T0004440,O002220,2024-01-17,P0033,C00298,S010,2,94.86,0.0,56.68
T0004441,O002221,2026-04-11,P0029,C00074,S012,3,641.31,0.0,347.52
T0004442,O002221,2024-11-04,P0027,C00020,S013,2,156.74,0.0,69.56
T0004443,O002222,2026-07-03,P0030,C00185,S015,3,530.4,0.0,307.63
T0004444,O002222,2025-03-25,P0001,C00005,S020,3,91.8,4.59,47.16
T0004445,O002223,2024-09-15,P0017,C00081,S006,2,424.36,0.0,132.3
T0004446,O002223,2026-06-02,P0014,C00183,S020,1,114.65,0.0,48.49
T0004447,O002224,2026-05-12,P0023,C00199,S008,1,33.91,0.0,12.6
T0004448,O002224,2026-04-21,P0031,C00051,S008,2,213.28,0.0,61.38
T0004449,O002225,2026-11-18,P0031,C00300,S005,4,836.76,0.0,373.14
T0004450,O002225,2025-05-04,P0001,C00132,S002,2,156.08,0.0,45.64
T0004451,O002226,2026-03-04,P0009,C00128,S013,4,250.8,25.08,56.84
T0004452,O002226,2025-07-25,P0029,C00284,S008,2,184.62,0.0,52.45
T0004453,O002227,2024-05-23,P0045,C00126,S009,2,280.88,28.09,43.98
T0004454,O002227,2026-02-23,P0037,C00098,S006,5,342.8,34.28,152.38
T0004455,O002228,2026-12-17,P0041,C00086,S001,4,421.52,0.0,173.26
T0004456,O002228,2024-10-21,P0009,C00255,S002,3,661.86,0.0,336.65
T0004457,O002229,2026-06-10,P0049,C00282,S005,5,562.3,0.0,152.18
T0004458,O002229,2025-11-20,P0033,C00083,S006,5,320.85,32.08,101.31
T0004459,O002230,2026-07-05,P0006,C00100,S001,2,391.82,0.0,99.04
T0004460,O002230,2026-04-03,P0011,C00087,S001,2,423.22,0.0,140.39
T0004461,O002231,2025-03-29,P0014,C00163,S004,3,245.01,0.0,144.0
T0004462,O002231,2025-11-15,P0026,C00281,S012,3,322.41,0.0,176.94
T0004463,O002232,2024-08-27,P0028,C00216,S015,5,474.7,0.0,266.41
T0004464,O002232,2026-09-13,P0010,C00194,S001,1,32.57,1.63,17.43
T0004465,O002233,2025-08-26,P0036,C00083,S003,1,71.55,7.16,17.18
T0004466,O002233,2025-11-19,P0001,C00257,S009,4,407.24,0.0,236.81
T0004467,O002234,2024-10-30,P0032,C00296,S007,1,222.67,22.27,47.05
T0004468,O002234,2026-12-12,P0037,C00265,S006,2,49.54,7.43,14.33
T0004469,O002235,2025-10-11,P0021,C00156,S001,2,291.5,14.58,153.48
T0004470,O002235,2024-10-10,P0020,C00055,S011,2,104.98,0.0,60.2
T0004471,O002236,2024-08-16,P0044,C00267,S013,4,689.08,34.45,184.78
T0004472,O002236,2024-04-19,P0028,C00101,S003,5,756.75,0.0,295.44
T0004473,O002237,2025-09-16,P0044,C00196,S008,2,90.64,9.06,17.3
T0004474,O002237,2025-08-22,P0015,C00075,S006,5,1121.25,0.0,484.35
T0004475,O002238,2026-08-09,P0020,C00198,S005,3,403.08,0.0,207.01
T0004476,O002238,2024-05-11,P0029,C00180,S006,1,35.63,0.0,21.26
T0004477,O002239,2026-04-05,P0025,C00065,S017,1,46.49,0.0,16.28
T0004478,O002239,2025-08-17,P0045,C00051,S014,2,114.42,11.44,36.14
T0004479,O002240,2025-03-06,P0043,C00151,S004,2,466.14,23.31,176.18
T0004480,O002240,2024-01-16,P0013,C00281,S001,3,311.91,0.0,139.54
T0004481,O002241,2026-03-03,P0026,C00118,S019,3,247.23,12.36,107.92
T0004482,O002241,2024-10-06,P0042,C00081,S014,4,560.44,28.02,265.02
T0004483,O002242,2026-05-15,P0028,C00237,S002,3,430.83,0.0,186.53
T0004484,O002242,2024-12-31,P0005,C00283,S012,3,488.58,0.0,151.31
T0004485,O002243,2025-07-03,P0002,C00256,S019,3,311.31,0.0,164.22
T0004486,O002243,2025-06-07,P0023,C00210,S017,3,180.57,18.06,67.74
T0004487,O002244,2024-10-20,P0044,C00185,S001,2,137.14,0.0,79.86
T0004488,O002244,2024-06-20,P0010,C00247,S019,3,566.31,0.0,225.34
T0004489,O002245,2026-11-26,P0015,C00284,S011,4,384.72,0.0,152.77
T0004490,O002245,2025-09-18,P0047,C00128,S006,1,218.93,21.89,52.79
T0004491,O002246,2024-09-09,P0037,C00046,S003,4,88.12,0.0,40.56
T0004492,O002246,2025-09-14,P0043,C00109,S011,1,152.61,0.0,60.01
T0004493,O002247,2026-10-12,P0044,C00122,S007,5,643.55,0.0,318.2
T0004494,O002247,2025-09-25,P0036,C00214,S013,1,16.54,1.65,2.59
T0004495,O002248,2024-12-13,P0020,C00189,S018,1,204.87,20.49,45.13
T0004496,O002248,2026-02-16,P0010,C00081,S002,2,180.44,0.0,102.25
T0004497,O002249,2026-05-23,P0034,C00047,S014,3,732.09,0.0,251.1
T0004498,O002249,2026-03-25,P0045,C00075,S011,4,960.24,0.0,342.31
T0004499,O002250,2026-02-02,P0009,C00232,S014,4,46.44,4.64,13.21
T0004500,O002250,2026-09-15,P0043,C00041,S007,3,335.58,33.56,154.45
T0004501,O002251,2025-11-02,P0050,C00102,S002,1,129.63,12.96,57.38
T0004502,O002251,2026-01-22,P0050,C00289,S017,2,423.92,21.2,133.73
T0004503,O002252,2026-08-11,P0008,C00027,S003,4,574.84,0.0,177.8
T0004504,O002252,2024-08-16,P0004,C00238,S003,3,48.66,0.0,23.73
T0004505,O002253,2024-09-13,P0034,C00063,S002,2,457.14,22.86,156.33
T0004506,O002253,2024-03-07,P0027,C00165,S016,4,25.6,2.56,8.57
T0004507,O002254,2025-11-27,P0048,C00038,S017,3,224.97,22.5,53.9
T0004508,O002254,2025-03-17,P0048,C00178,S011,3,478.5,0.0,121.33
T0004509,O002255,2026-01-09,P0039,C00126,S005,4,182.92,9.15,39.6
T0004510,O002255,2024-03-12,P0048,C00135,S005,2,490.6,49.06,200.73
T0004511,O002256,2025-06-14,P0040,C00085,S004,3,724.92,72.49,288.57
T0004512,O002256,2024-11-07,P0026,C00218,S012,1,109.42,5.47,44.59
T0004513,O002257,2026-09-21,P0003,C00073,S007,3,545.94,54.59,116.99
T0004514,O002257,2026-10-29,P0003,C00122,S011,5,1169.1,116.91,304.43
T0004515,O002258,2026-09-12,P0012,C00131,S015,2,384.52,0.0,226.93
T0004516,O002258,2024-07-03,P0007,C00204,S011,2,327.64,0.0,126.02
T0004517,O002259,2026-10-23,P0030,C00193,S017,5,1050.3,0.0,503.27
T0004518,O002259,2026-04-06,P0040,C00296,S012,5,64.85,3.24,16.95
T0004519,O002260,2026-11-10,P0027,C00272,S006,4,914.4,0.0,288.57
T0004520,O002260,2024-11-26,P0047,C00025,S003,2,377.32,37.73,122.25
T0004521,O002261,2026-05-10,P0026,C00105,S013,2,81.04,8.1,30.85
T0004522,O002261,2026-04-19,P0022,C00144,S016,2,281.48,14.07,140.03
T0004523,O002262,2026-12-23,P0046,C00044,S009,5,478.85,23.94,113.37
T0004524,O002262,2025-08-22,P0023,C00152,S018,2,54.44,0.0,25.28
T0004525,O002263,2026-08-21,P0006,C00260,S014,3,587.58,29.38,173.63
T0004526,O002263,2025-03-07,P0048,C00254,S013,3,488.97,48.9,240.87
T0004527,O002264,2026-04-30,P0018,C00162,S011,2,193.04,19.3,46.32
T0004528,O002264,2024-09-23,P0002,C00131,S018,1,127.44,6.37,50.09
T0004529,O002265,2026-11-18,P0026,C00280,S018,4,635.6,0.0,335.42
T0004530,O002265,2026-03-21,P0035,C00139,S006,1,216.16,21.62,96.76
T0004531,O002266,2024-06-13,P0010,C00052,S017,3,620.43,0.0,358.61
T0004532,O002266,2026-11-29,P0010,C00142,S005,2,472.84,47.28,126.52
T0004533,O002267,2026-11-30,P0018,C00090,S007,1,180.62,9.03,68.74
T0004534,O002267,2024-01-17,P0005,C00160,S006,1,34.11,3.41,5.16
T0004535,O002268,2025-01-29,P0009,C00163,S005,1,212.31,0.0,71.71
T0004536,O002268,2025-07-19,P0043,C00112,S011,5,757.15,0.0,379.74
T0004537,O002269,2026-03-06,P0050,C00106,S015,3,481.11,48.11,102.59
T0004538,O002269,2026-10-19,P0024,C00273,S006,1,83.03,0.0,43.23
T0004539,O002270,2024-01-01,P0041,C00231,S006,2,249.52,0.0,137.36
T0004540,O002270,2024-09-14,P0028,C00175,S010,4,290.76,29.08,90.36
T0004541,O002271,2026-05-21,P0006,C00083,S005,3,681.84,68.18,243.7
T0004542,O002271,2024-09-12,P0005,C00218,S009,4,969.36,48.47,464.16
T0004543,O002272,2024-06-25,P0023,C00055,S014,2,233.24,0.0,68.08
T0004544,O002272,2025-03-10,P0002,C00212,S018,1,213.03,0.0,126.58
T0004545,O002273,2025-11-05,P0006,C00265,S016,5,449.7,0.0,250.66
T0004546,O002273,2025-04-08,P0032,C00035,S012,3,262.23,0.0,153.07
T0004547,O002274,2024-08-12,P0013,C00256,S011,4,818.4,0.0,342.28
T0004548,O002274,2024-12-28,P0041,C00057,S004,3,239.52,11.98,123.68
T0004549,O002275,2025-03-29,P0008,C00274,S006,5,719.25,0.0,429.67
T0004550,O002275,2025-07-31,P0011,C00220,S014,3,173.34,17.33,39.04
T0004551,O002276,2025-04-15,P0027,C00013,S013,1,98.7,9.87,42.35
T0004552,O002276,2026-02-26,P0017,C00090,S002,2,407.48,0.0,160.62
T0004553,O002277,2026-01-14,P0027,C00045,S016,1,48.53,4.85,22.82
T0004554,O002277,2025-05-20,P0001,C00062,S018,2,393.18,0.0,198.93
T0004555,O002278,2025-02-28,P0002,C00051,S002,1,123.48,12.35,52.33
T0004556,O002278,2024-01-27,P0049,C00188,S014,4,397.76,0.0,158.65
T0004557,O002279,2026-11-10,P0019,C00155,S019,1,225.33,0.0,120.93
T0004558,O002279,2024-11-24,P0031,C00141,S005,1,138.03,6.9,61.39
T0004559,O002280,2026-06-23,P0032,C00014,S012,3,174.81,0.0,91.34
T0004560,O002280,2026-10-19,P0025,C00220,S012,2,428.64,21.43,125.75
T0004561,O002281,2026-02-15,P0018,C00133,S013,4,906.12,0.0,405.89
T0004562,O002281,2025-03-08,P0014,C00166,S018,2,30.04,0.0,16.18
T0004563,O002282,2025-07-06,P0001,C00180,S011,5,893.15,0.0,459.21
T0004564,O002282,2025-12-05,P0035,C00222,S009,5,484.35,48.44,149.24
T0004565,O002283,2024-12-16,P0019,C00014,S020,1,130.78,13.08,58.76
T0004566,O002283,2026-02-02,P0022,C00284,S018,3,153.42,0.0,57.08
T0004567,O002284,2024-02-07,P0027,C00004,S009,4,317.16,15.86,108.91
T0004568,O002284,2024-07-03,P0021,C00213,S001,5,918.6,0.0,287.96
T0004569,O002285,2025-02-13,P0034,C00037,S001,1,73.67,0.0,33.8
T0004570,O002285,2024-01-14,P0012,C00099,S005,4,401.48,40.15,114.38
T0004571,O002286,2024-07-01,P0025,C00197,S003,1,233.02,11.65,53.79
T0004572,O002286,2025-03-17,P0030,C00154,S015,1,25.38,0.0,14.25
T0004573,O002287,2025-12-20,P0049,C00234,S011,2,124.02,18.6,30.53
T0004574,O002287,2024-04-21,P0001,C00103,S003,1,81.17,0.0,45.47
T0004575,O002288,2025-10-04,P0014,C00238,S001,3,367.53,0.0,153.12
T0004576,O002288,2025-04-20,P0002,C00236,S001,2,147.56,7.38,44.83
T0004577,O002289,2025-08-07,P0047,C00159,S011,3,395.07,39.51,143.07
T0004578,O002289,2024-09-16,P0025,C00055,S014,2,73.5,3.68,26.56
T0004579,O002290,2024-09-26,P0006,C00195,S009,4,507.64,0.0,192.41
T0004580,O002290,2024-06-25,P0049,C00156,S006,1,109.86,0.0,55.11
T0004581,O002291,2025-10-09,P0001,C00065,S017,3,229.83,11.49,91.7
T0004582,O002291,2024-05-13,P0023,C00070,S001,4,113.08,0.0,52.16
T0004583,O002292,2024-09-26,P0004,C00228,S014,2,259.78,0.0,104.34
T0004584,O002292,2026-03-28,P0008,C00299,S008,1,191.43,0.0,79.4
T0004585,O002293,2026-10-22,P0006,C00090,S017,1,189.55,28.43,54.02
T0004586,O002293,2026-02-03,P0042,C00047,S017,1,64.34,3.22,29.53
T0004587,O002294,2024-10-09,P0037,C00011,S003,4,849.48,84.95,249.59
T0004588,O002294,2024-10-11,P0024,C00062,S004,4,961.8,0.0,520.99
T0004589,O002295,2025-07-23,P0029,C00230,S008,1,101.87,0.0,31.75
T0004590,O002295,2025-07-26,P0003,C00119,S011,3,531.48,26.57,253.25
T0004591,O002296,2026-06-18,P0007,C00283,S017,3,544.86,0.0,216.43
T0004592,O002296,2024-04-20,P0006,C00146,S011,1,89.72,8.97,40.64
T0004593,O002297,2026-10-17,P0016,C00087,S006,2,238.9,23.89,96.42
T0004594,O002297,2024-08-24,P0007,C00193,S007,3,549.15,54.92,208.75
T0004595,O002298,2024-10-08,P0017,C00022,S008,3,128.94,12.89,44.63
T0004596,O002298,2024-10-17,P0012,C00207,S002,3,500.97,25.05,265.06
T0004597,O002299,2025-08-20,P0025,C00041,S012,2,290.28,14.51,127.42
T0004598,O002299,2025-06-08,P0049,C00108,S005,3,589.77,88.47,206.19
T0004599,O002300,2024-10-06,P0043,C00053,S001,4,301.6,0.0,76.06
T0004600,O002300,2024-12-22,P0009,C00280,S001,1,165.54,24.83,21.85
T0004601,O002301,2026-06-12,P0040,C00134,S005,3,521.58,0.0,196.21
T0004602,O002301,2024-02-25,P0021,C00164,S008,1,115.21,0.0,66.91
T0004603,O002302,2026-04-01,P0012,C00168,S014,4,237.28,11.86,115.64
T0004604,O002302,2024-08-28,P0049,C00162,S007,5,961.5,48.08,219.19
T0004605,O002303,2025-07-03,P0041,C00219,S008,5,92.55,0.0,23.43
T0004606,O002303,2024-10-23,P0009,C00261,S006,3,485.16,24.26,145.12
T0004607,O002304,2024-11-04,P0036,C00211,S016,2,363.74,18.19,169.83
T0004608,O002304,2025-08-12,P0039,C00002,S002,1,200.05,0.0,89.9
T0004609,O002305,2024-09-15,P0016,C00005,S002,2,396.54,0.0,160.34
T0004610,O002305,2026-10-16,P0045,C00283,S019,1,238.07,11.9,129.75
T0004611,O002306,2026-03-12,P0009,C00043,S008,1,125.44,0.0,60.07
T0004612,O002306,2024-07-14,P0020,C00139,S007,1,115.63,0.0,57.41
T0004613,O002307,2024-03-20,P0031,C00084,S020,2,421.16,0.0,113.83
T0004614,O002307,2025-05-18,P0012,C00039,S017,3,627.06,0.0,330.03
T0004615,O002308,2024-08-26,P0013,C00056,S009,1,159.92,0.0,75.48
T0004616,O002308,2024-07-03,P0041,C00258,S017,1,58.9,2.94,24.8
T0004617,O002309,2024-09-26,P0025,C00010,S016,3,227.1,11.36,45.53
T0004618,O002309,2026-02-02,P0038,C00038,S010,1,71.22,0.0,23.79
T0004619,O002310,2024-05-07,P0020,C00279,S005,5,268.65,26.86,102.66
T0004620,O002310,2025-08-02,P0029,C00130,S016,1,159.16,7.96,72.88
T0004621,O002311,2024-04-18,P0044,C00182,S005,4,207.08,20.71,80.68
T0004622,O002311,2025-08-01,P0040,C00093,S003,1,188.16,0.0,92.24
T0004623,O002312,2024-10-16,P0044,C00299,S013,2,423.94,42.39,173.68
T0004624,O002312,2026-12-08,P0039,C00090,S008,4,958.4,0.0,425.87
T0004625,O002313,2025-05-04,P0023,C00112,S008,2,436.74,0.0,186.86
T0004626,O002313,2026-09-12,P0043,C00058,S010,3,313.5,15.68,92.32
T0004627,O002314,2024-05-25,P0025,C00077,S004,4,970.36,48.52,359.44
T0004628,O002314,2024-03-07,P0034,C00134,S020,4,775.8,116.37,196.02
T0004629,O002315,2024-03-29,P0048,C00105,S006,3,213.12,21.31,91.45
T0004630,O002315,2025-12-13,P0009,C00184,S012,4,647.44,97.12,119.95
T0004631,O002316,2025-03-06,P0017,C00203,S012,4,976.56,0.0,515.24
T0004632,O002316,2026-11-18,P0019,C00217,S020,2,159.58,0.0,65.45
T0004633,O002317,2026-04-06,P0040,C00150,S010,5,739.6,0.0,435.54
T0004634,O002317,2025-10-06,P0016,C00173,S015,5,949.2,47.46,389.53
T0004635,O002318,2026-05-26,P0025,C00214,S003,1,239.55,0.0,82.94
T0004636,O002318,2024-01-25,P0002,C00251,S001,1,131.16,0.0,32.95
T0004637,O002319,2026-09-20,P0022,C00022,S001,2,197.88,0.0,111.88
T0004638,O002319,2025-09-12,P0019,C00177,S001,3,468.78,0.0,168.99
T0004639,O002320,2024-11-07,P0018,C00193,S018,4,497.92,24.9,155.71
T0004640,O002320,2024-05-22,P0041,C00245,S014,1,219.85,0.0,69.25
T0004641,O002321,2025-12-20,P0008,C00002,S003,4,720.76,0.0,205.25
T0004642,O002321,2024-02-15,P0009,C00264,S012,5,990.0,99.0,216.78
T0004643,O002322,2024-02-19,P0016,C00234,S013,5,941.65,0.0,406.92
T0004644,O002322,2025-12-20,P0020,C00177,S004,4,937.24,0.0,310.06
T0004645,O002323,2025-11-17,P0036,C00150,S014,3,348.96,0.0,157.48
T0004646,O002323,2025-09-06,P0010,C00012,S004,1,201.42,30.21,46.74
T0004647,O002324,2026-05-10,P0044,C00043,S010,5,282.45,0.0,76.28
T0004648,O002324,2024-07-28,P0020,C00249,S009,2,358.62,0.0,190.91
T0004649,O002325,2024-12-09,P0015,C00156,S010,1,168.79,0.0,80.83
T0004650,O002325,2024-06-05,P0026,C00280,S009,1,122.43,0.0,44.7
T0004651,O002326,2025-05-14,P0013,C00177,S018,5,311.3,0.0,80.83
T0004652,O002326,2026-03-13,P0004,C00192,S007,4,46.6,0.0,21.37
T0004653,O002327,2026-04-14,P0050,C00037,S008,1,114.62,5.73,46.81
T0004654,O002327,2025-08-13,P0021,C00122,S014,2,423.12,0.0,125.99
T0004655,O002328,2025-04-19,P0041,C00258,S006,4,223.72,22.37,90.11
T0004656,O002328,2025-03-05,P0031,C00155,S017,5,319.55,31.96,52.37
T0004657,O002329,2026-03-02,P0030,C00109,S006,3,749.61,74.96,147.73
T0004658,O002329,2025-07-27,P0020,C00230,S020,4,546.96,0.0,313.17
T0004659,O002330,2024-06-16,P0035,C00024,S005,2,113.08,5.65,37.21
T0004660,O002330,2026-09-06,P0024,C00283,S002,4,534.84,53.48,198.28
T0004661,O002331,2025-05-22,P0028,C00190,S008,4,805.4,80.54,346.55
T0004662,O002331,2025-05-23,P0028,C00133,S015,1,89.93,4.5,42.66
T0004663,O002332,2026-04-28,P0031,C00207,S013,3,342.03,0.0,188.06
T0004664,O002332,2025-12-04,P0011,C00199,S008,4,314.76,0.0,141.18
T0004665,O002333,2026-05-09,P0024,C00026,S005,5,755.35,0.0,441.33
T0004666,O002333,2024-12-25,P0031,C00061,S003,2,70.46,7.05,33.27
T0004667,O002334,2024-10-05,P0046,C00210,S012,5,1046.7,0.0,466.25
T0004668,O002334,2024-09-06,P0026,C00091,S020,1,193.06,0.0,74.07
T0004669,O002335,2024-10-07,P0036,C00062,S013,2,192.06,19.21,52.24
T0004670,O002335,2024-10-27,P0020,C00147,S006,2,246.92,0.0,88.99
T0004671,O002336,2024-01-27,P0021,C00114,S002,4,434.12,0.0,249.52
T0004672,O002336,2025-12-05,P0050,C00104,S007,4,276.8,0.0,147.21
T0004673,O002337,2024-01-31,P0027,C00267,S020,1,159.69,0.0,47.6
T0004674,O002337,2026-10-18,P0025,C00057,S012,2,51.0,5.1,9.43
T0004675,O002338,2025-05-27,P0043,C00273,S018,4,884.0,132.6,250.09
T0004676,O002338,2026-04-17,P0042,C00060,S017,2,231.9,0.0,70.91
T0004677,O002339,2025-05-05,P0012,C00116,S006,4,658.52,0.0,225.42
T0004678,O002339,2024-05-18,P0049,C00106,S005,4,794.64,0.0,223.6
T0004679,O002340,2024-01-30,P0008,C00189,S014,2,303.72,15.19,166.86
T0004680,O002340,2024-11-06,P0035,C00292,S017,5,490.8,0.0,263.45
T0004681,O002341,2025-04-10,P0021,C00168,S018,4,489.36,0.0,160.86
T0004682,O002341,2025-03-01,P0029,C00203,S006,5,181.35,0.0,86.06
T0004683,O002342,2026-02-21,P0017,C00222,S003,4,602.88,30.14,170.3
T0004684,O002342,2026-05-24,P0032,C00251,S007,3,86.16,0.0,46.07
T0004685,O002343,2024-06-13,P0023,C00119,S005,5,482.75,0.0,217.2
T0004686,O002343,2026-12-18,P0026,C00240,S017,5,778.75,0.0,267.8
T0004687,O002344,2025-11-17,P0028,C00257,S016,3,147.57,7.38,49.8
T0004688,O002344,2026-02-13,P0003,C00060,S013,4,611.72,0.0,173.79
T0004689,O002345,2024-08-12,P0023,C00272,S004,2,330.86,0.0,187.29
T0004690,O002345,2026-04-16,P0020,C00084,S015,4,149.8,7.49,64.43
T0004691,O002346,2024-01-20,P0042,C00269,S018,5,50.65,0.0,28.22
T0004692,O002346,2026-09-16,P0001,C00158,S019,5,747.5,0.0,196.85
T0004693,O002347,2026-01-05,P0046,C00124,S003,2,438.9,0.0,209.85
T0004694,O002347,2026-07-19,P0004,C00232,S003,4,676.52,33.83,260.94
T0004695,O002348,2026-11-17,P0003,C00137,S019,1,53.16,0.0,18.42
T0004696,O002348,2024-07-25,P0020,C00179,S012,4,481.44,24.07,158.36
T0004697,O002349,2026-06-07,P0011,C00271,S007,2,102.94,0.0,32.79
T0004698,O002349,2026-10-15,P0011,C00159,S010,4,864.28,0.0,258.96
T0004699,O002350,2026-05-07,P0026,C00051,S017,1,147.92,0.0,68.68
T0004700,O002350,2024-09-24,P0044,C00027,S010,3,54.0,5.4,25.41
T0004701,O002351,2025-06-19,P0020,C00196,S020,5,480.65,0.0,196.5
T0004702,O002351,2024-10-06,P0004,C00233,S004,2,403.04,0.0,199.54
T0004703,O002352,2025-07-07,P0028,C00182,S011,3,83.28,12.49,11.19
T0004704,O002352,2025-05-27,P0007,C00022,S010,5,145.1,0.0,85.49
T0004705,O002353,2026-08-31,P0010,C00125,S014,2,290.92,0.0,156.62
T0004706,O002353,2024-12-07,P0015,C00154,S001,5,231.95,0.0,66.16
T0004707,O002354,2025-09-28,P0049,C00014,S013,1,159.22,0.0,73.72
T0004708,O002354,2025-04-15,P0043,C00245,S016,1,124.91,0.0,41.78
T0004709,O002355,2025-06-13,P0026,C00254,S011,4,262.56,26.26,120.79
T0004710,O002355,2024-08-28,P0012,C00070,S017,3,571.41,28.57,117.42
T0004711,O002356,2025-07-28,P0033,C00280,S020,4,840.12,0.0,292.8
T0004712,O002356,2026-02-01,P0017,C00067,S001,3,80.31,4.02,28.05
T0004713,O002357,2024-05-11,P0008,C00154,S007,2,57.42,5.74,15.96
T0004714,O002357,2026-12-26,P0039,C00158,S011,5,994.7,99.47,239.17
T0004715,O002358,2025-06-05,P0038,C00234,S018,2,110.2,5.51,54.34
T0004716,O002358,2026-07-14,P0048,C00079,S012,5,1190.7,119.07,416.55
T0004717,O002359,2024-11-11,P0016,C00226,S016,2,343.64,0.0,134.05
T0004718,O002359,2024-07-11,P0031,C00274,S009,1,188.71,18.87,29.27
T0004719,O002360,2024-07-12,P0035,C00099,S016,2,172.92,8.65,66.96
T0004720,O002360,2026-07-01,P0010,C00077,S006,4,100.88,0.0,47.53
T0004721,O002361,2025-03-22,P0050,C00214,S017,3,396.93,19.85,139.7
T0004722,O002361,2025-12-28,P0004,C00265,S004,1,36.33,0.0,13.07
T0004723,O002362,2024-02-23,P0025,C00140,S001,1,222.73,0.0,115.83
T0004724,O002362,2025-08-23,P0043,C00132,S003,3,715.14,0.0,388.74
